grid:
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|48|48|40|48|48|48|40|48|48|40|48|10|11|16
16|9|10|40|45|10|10|10|10|10|10|10|10|48|10|11|16
16|9|10|48|10|48|48|48|48|48|40|48|10|48|10|11|16
16|9|10|40|10|40|45|10|10|10|10|40|10|40|10|11|16
16|9|10|48|10|48|10|48|48|48|10|48|10|48|10|11|16
16|9|10|40|10|40|10|40|25|10|45|40|10|48|10|11|16
16|9|10|48|10|48|10|48|48|48|48|48|10|48|10|11|16
16|9|10|48|10|48|10|10|10|10|10|10|45|40|10|11|16
16|9|10|46|26|48|40|48|48|48|40|48|48|48|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|17|18|18|18|18|18|18|18|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
