grid:
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|39|39|10|39|39|10|39|39|10|39|39|10|11|16
16|9|10|39|10|10|10|10|10|10|10|10|10|39|10|11|16
16|9|10|10|10|10|4|29|30|10|7|10|10|10|10|11|16
16|9|10|39|10|10|15|10|26|10|23|10|10|39|10|11|16
16|9|10|10|10|10|15|25|10|10|10|10|10|10|10|52|52
16|9|10|39|10|10|20|29|29|29|30|10|10|39|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|39|10|10|39|39|10|39|39|10|10|39|10|11|16
16|9|10|39|39|10|10|39|10|39|10|10|39|39|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|17|18|18|18|18|18|18|52|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
