grid:
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|48|10|4|29|5|29|5|29|6|10|48|10|11|16
16|9|10|10|10|15|45|15|45|15|45|15|10|10|10|11|16
16|9|10|4|29|22|26|23|26|23|26|20|29|6|10|11|16
16|9|10|23|25|10|39|40|39|40|39|26|10|23|10|11|16
16|9|10|10|10|10|10|40|10|40|10|10|10|10|10|52|52
16|9|10|10|10|10|28|30|10|28|30|10|10|10|10|11|16
16|9|10|48|10|10|47|10|10|45|40|10|10|48|10|11|16
16|9|10|48|48|10|28|29|29|29|30|10|48|48|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|17|18|18|18|18|18|18|52|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
