grid:
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|52|2|2|2|2|2|2|3|16
16|9|10|26|26|10|10|26|10|26|26|10|26|26|10|11|16
16|9|26|26|26|26|26|26|10|26|26|26|26|26|26|11|16
16|9|10|26|10|26|10|10|10|10|10|26|10|26|10|11|16
16|9|26|26|26|26|26|26|26|26|26|26|26|26|26|11|16
16|9|10|10|10|26|10|26|10|26|10|10|10|26|10|11|16
52|52|10|26|10|26|10|26|25|10|10|26|10|26|10|52|52
16|9|10|26|10|10|10|26|10|26|10|26|10|10|10|11|16
16|9|26|26|26|26|26|26|26|26|26|26|26|26|26|11|16
16|9|10|26|26|10|26|10|10|10|26|26|10|26|10|11|16
16|9|26|26|26|26|26|26|26|26|26|26|26|26|26|11|16
16|9|10|10|26|10|10|10|10|10|10|26|10|26|10|11|16
16|17|18|18|18|18|18|18|52|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
