grid:
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|52|2|2|2|2|2|2|3|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|28|30|10|7|10|10|7|10|4|29|6|10|11|16
16|9|10|26|10|25|20|30|10|23|10|15|25|15|10|11|16
16|9|10|7|10|10|10|10|10|10|10|23|10|15|10|11|16
16|9|10|12|30|10|10|10|10|10|10|10|10|15|10|11|16
52|52|10|15|10|10|10|7|27|7|26|10|10|15|10|11|16
16|9|10|23|10|10|10|20|29|22|10|10|28|14|10|11|16
16|9|10|10|10|26|10|10|10|10|10|10|10|15|10|11|16
16|9|10|7|25|10|10|7|10|10|27|10|10|15|10|11|16
16|9|10|20|30|10|28|22|10|28|29|29|29|22|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|17|18|18|18|18|18|18|18|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
