grid:
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|16
16|9|25|25|25|25|25|25|25|25|25|25|25|25|25|11|16
16|9|25|26|26|26|26|26|26|26|26|26|26|26|25|11|16
16|9|25|26|10|10|10|10|10|10|10|10|10|26|25|11|16
16|9|25|26|10|10|10|10|64|10|10|10|10|26|25|11|16
16|9|25|26|10|10|10|10|64|10|10|10|10|26|25|11|16
16|9|25|26|10|10|64|64|64|64|64|10|10|26|25|11|16
16|9|25|26|10|10|10|10|64|10|10|10|10|26|25|11|16
16|9|25|26|10|10|10|10|64|10|10|10|10|26|25|11|16
16|9|25|26|10|10|10|10|10|10|10|10|10|26|25|11|16
16|9|25|26|26|26|26|26|26|26|26|26|26|26|25|11|16
16|9|25|25|25|25|25|25|25|25|25|25|25|25|25|11|16
16|17|18|18|18|18|18|18|18|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
