grid:
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|4|29|29|29|29|29|29|29|29|29|6|10|11|16
16|9|10|15|27|10|40|10|40|10|10|10|10|15|10|11|16
16|9|10|15|27|10|10|10|10|10|10|45|40|15|10|11|16
16|9|10|15|27|10|40|7|40|4|30|10|10|15|10|11|16
52|52|10|20|29|6|45|23|45|23|10|10|10|15|10|11|16
16|9|10|10|10|15|10|10|10|10|10|25|25|15|10|11|16
16|9|10|10|10|23|26|31|26|28|29|29|29|22|10|11|16
16|9|10|10|10|10|39|10|10|10|10|10|10|10|10|11|16
16|9|10|10|10|10|10|10|40|10|10|10|10|10|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|17|18|18|18|18|18|18|52|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
