grid:
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|16
16|9|10|10|48|10|40|10|10|10|40|10|39|10|10|11|16
16|9|39|10|10|10|10|10|10|10|10|10|10|10|48|11|16
16|9|40|10|26|10|46|26|26|26|26|10|26|10|10|11|16
16|9|10|10|10|25|25|25|25|25|25|25|10|10|40|11|16
16|9|10|40|26|25|39|39|39|39|39|25|26|10|10|11|16
16|9|10|10|26|25|39|26|10|25|39|25|26|10|10|52|52
16|9|10|10|26|25|39|39|39|39|39|25|26|10|10|11|16
16|9|40|10|10|25|25|25|25|25|25|25|10|10|40|11|16
16|9|10|10|26|10|26|26|26|26|26|10|26|10|10|11|16
16|9|39|40|10|10|10|10|10|10|10|10|10|10|39|11|16
16|9|10|10|39|10|40|10|10|40|10|10|39|10|10|11|16
16|17|18|18|18|18|18|18|18|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
