grid:
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|52|2|2|2|2|2|2|3|16
16|9|25|39|10|10|39|10|10|39|10|10|45|40|25|11|16
16|9|40|45|39|40|45|45|40|45|39|10|10|40|40|11|16
16|9|10|40|10|10|26|10|39|10|26|10|39|10|10|11|16
16|9|10|39|39|40|45|10|45|10|45|40|45|10|10|11|16
16|9|40|10|40|45|40|10|10|10|26|45|10|45|39|11|16
52|52|40|10|39|39|45|10|26|10|45|39|39|40|10|11|16
16|9|39|45|10|39|45|45|40|45|10|10|10|40|10|11|16
16|9|10|40|45|39|40|10|45|40|40|10|45|45|10|11|16
16|9|10|10|10|10|45|10|39|10|10|39|40|40|10|11|16
16|9|45|40|39|39|45|10|40|10|40|45|39|45|40|11|16
16|9|25|10|10|10|40|10|40|40|45|40|10|40|25|11|16
16|17|18|18|18|18|18|18|52|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
