grid:
32|8|8|8|8|8|8|8|52|8|8|8|8|8|8|8|32
16|1|2|2|2|2|2|2|52|2|2|2|2|2|2|3|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|9|10|39|39|10|10|10|10|10|10|10|39|39|10|11|16
16|9|10|39|39|10|10|4|29|6|10|10|39|39|10|11|16
16|9|10|10|10|10|10|23|25|15|10|10|10|10|10|11|16
16|9|10|39|10|7|10|10|26|20|29|6|10|10|10|11|16
52|52|10|10|10|15|25|26|26|10|10|15|10|10|10|11|16
16|9|10|39|10|23|10|10|10|7|10|23|10|10|10|11|16
16|9|10|10|10|10|10|10|25|15|10|10|10|10|10|11|16
16|9|10|39|39|10|10|10|28|22|10|10|39|39|10|11|16
16|9|10|39|39|10|39|10|10|10|10|10|39|39|10|11|16
16|9|10|10|10|10|10|10|10|10|10|10|10|10|10|11|16
16|17|18|18|18|18|18|18|18|18|18|18|18|18|18|19|16
32|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|32
